Province,City,Date,Daytime weather ,Daytime wind ,MaximumTemperature,Nighttime weather,Night wind ,MinimumTemperature
辽宁,大连,2018/4/30,阵雨,东北风 4～5级,17,雷阵雨,东风 4～5级,11
辽宁,大连,2018/5/1,中雨,东风 4～5级,13,中雨,北风 4～5级,10
辽宁,大连,2018/5/2,多云,北风 5～6级,17,多云,北风 5～6级,9
辽宁,大连,2018/5/3,晴,西北风 5～6级,20,晴,西南风 5～6级,12
辽宁,大连,2018/5/4,晴,西南风 5～6级,23,晴,西南风 5～6级,14
辽宁,大连,2018/5/5,晴,西南风 5～6级,23,多云,北风 4～5级,13
辽宁,大连,2018/5/6,多云,南风 4～5级,22,晴,南风 4～5级,13
辽宁,大连,2018/5/7,晴,北风 4～5级,23,晴,北风 4～5级,14
辽宁,大连,2018/5/8,晴,北风 4～5级,24,晴,南风 4～5级,14
辽宁,大连,2018/5/9,晴,南风 4～5级,23,晴,南风 4～5级,13
辽宁,大连,2018/5/10,晴,西南风 5～6级,23,晴,西南风 5～6级,13
辽宁,大连,2018/5/11,多云,南风 5～6级,18,阴,南风 4～5级,12
辽宁,大连,2018/5/12,多云,东南风 4～5级,15,多云,东南风 4～5级,11
辽宁,大连,2018/5/13,多云,南风 4～5级,18,晴,南风 5～6级,11
辽宁,大连,2018/5/14,晴,南风 5～6级,24,晴,南风 5～6级,14
辽宁,大连,2018/5/15,多云,南风 5～6级,18,小雨,南风 4～5级,14
辽宁,大连,2018/5/16,多云,东风 4～5级,16,雷阵雨,北风 4～5级,13
辽宁,大连,2018/5/17,多云,东北风 4～5级,21,多云,北风 4～5级,16
辽宁,大连,2018/5/18,晴,北风 4～5级,23,晴,东南风 4～5级,13
辽宁,大连,2018/5/19,晴,东南风 4～5级,20,晴,东南风 4～5级,13
辽宁,大连,2018/5/20,阴,东南风 4～5级,21,多云,东南风 4～5级,13
辽宁,大连,2018/5/21,阴,东南风 4～5级,20,阴,东南风 4～5级,13
辽宁,大连,2018/5/22,阴,北风 4～5级,21,多云,北风 4～5级,14
辽宁,大连,2018/5/23,晴,西南风 5-6级,22,晴,西南风 5-6级,15
辽宁,大连,2018/5/24,晴,西南风 6-7级,27,晴,西南风 6-7级,16
辽宁,大连,2018/5/25,晴,南风 5-6级,25,晴,南风 5-6级,16
辽宁,大连,2018/5/26,多云,南风 4-5级,24,雷阵雨,南风 4-5级,16
辽宁,大连,2018/5/27,阴,南风 4-5级,25,多云,南风 4-5级,17
辽宁,大连,2018/5/28,多云,南风 4～5级,25,多云,北风 4～5级,16
辽宁,大连,2018/5/29,晴,南风 4～5级,24,多云,北风 4～5级,14
辽宁,大连,2018/5/30,晴,北风 4～5级,25,晴,北风 4～5级,16
辽宁,大连,2018/5/31,晴,西北风 4-5级,26,晴,西北风 4-5级,18
辽宁,大连,2018/6/1,晴,南风 4～5级,27,晴,南风 4～5级,18
辽宁,大连,2018/6/2,晴,南风 4～5级,27,晴,西南风 4～5级,17
辽宁,大连,2018/6/3,晴,西南风 4～5级,26,晴,西南风 4～5级,16
辽宁,大连,2018/6/4,多云,南风 6-7级,25,晴,南风 6-7级,18
辽宁,大连,2018/6/5,晴,南风 6-7级,27,晴,南风 6-7级,18
辽宁,大连,2018/6/6,晴,南风 5-6级,25,多云,南风 5-6级,18
辽宁,大连,2018/6/7,多云,南风 4-5级,23,多云,南风 4-5级,16
辽宁,大连,2018/6/8,晴,东风 4-5级,23,晴,东风 4-5级,16
辽宁,大连,2018/6/9,多云,东风 4-5级,25,小雨,东风 4-5级,17
辽宁,大连,2018/6/10,阵雨,东风 4-5级,21,阵雨,东风 4-5级,16
辽宁,大连,2018/6/11,多云,东风 4-5级,23,晴,东风 4-5级,17
辽宁,大连,2018/6/12,晴,东南风 4～5级,25,雷阵雨,东南风 5～6级,17
辽宁,大连,2018/6/13,雷阵雨,东南风 6～7级,21,中雨-大雨,东南风 6～7级,17
辽宁,大连,2018/6/14,雷阵雨,东南风 6～7级,22,多云,东南风 4～5级,17
辽宁,大连,2018/6/15,多云,东南风 4～5级,23,多云,南风 4～5级,17
辽宁,大连,2018/6/16,晴,南风 5-6级,23,多云,南风 5-6级,17
辽宁,大连,2018/6/17,多云,南风 4～5级,23,晴,南风 4～5级,18
辽宁,大连,2018/6/18,晴,南风 4～5级,24,阵雨,南风 4～5级,18
辽宁,大连,2018/6/19,小雨,南风 4-5级,22,多云,南风 4-5级,18
辽宁,大连,2018/6/20,晴,西北风 4～5级,27,晴,南风 4～5级,19
辽宁,大连,2018/6/21,晴,南风 4～5级,29,多云,南风 4～5级,20
辽宁,大连,2018/6/22,多云,南风 4～5级,28,多云,南风 4～5级,21
辽宁,大连,2018/6/23,晴,东南风 4～5级,28,晴,东南风 4～5级,20
辽宁,大连,2018/6/24,晴,西南风 5-6级,31,晴,西南风 5-6级,21
辽宁,大连,2018/6/25,多云,南风 5-6级,26,暴雨,南风 5-6级,20
辽宁,大连,2018/6/26,中雨,东北风 6-7级,25,多云,东北风 6-7级,17
辽宁,大连,2018/6/27,多云,西南风 4-5级,28,多云,西南风 4-5级,20
辽宁,大连,2018/6/28,多云,北风 4～5级,27,晴,南风 4～5级,20
辽宁,大连,2018/6/29,晴,南风 4～5级,30,晴,南风 4～5级,21
辽宁,大连,2018/6/30,多云,东南风 4～5级,26,多云,东南风 4～5级,20
辽宁,大连,2018/7/1,阵雨,东风 4-5级,23,多云,东风 4-5级,19
辽宁,大连,2018/7/2,晴,北风 4～5级,27,多云,东南风 4～5级,19
辽宁,大连,2018/7/3,多云,东南风 4-5级,26,多云,东南风 4-5级,20
辽宁,大连,2018/7/4,晴,西北风 4～5级,29,晴,西南风 4～5级,22
辽宁,大连,2018/7/5,晴,东风 4-5级,29,多云,东风 4-5级,20
辽宁,大连,2018/7/6,多云,东风 4～5级,26,晴,东南风 4～5级,20
辽宁,大连,2018/7/7,多云,东南风 5-6级,25,多云,东南风 5-6级,20
辽宁,大连,2018/7/8,阵雨,东南风 5-6级,24,阵雨,东南风 5-6级,20
辽宁,大连,2018/7/9,阵雨,东风 5～6级,23,阵雨,东北风 5～6级,20
辽宁,大连,2018/7/10,小雨,东北风 5～6级,24,小雨,南风 4～5级,19
辽宁,大连,2018/7/11,阵雨,南风 5～6级,24,阵雨,南风 5～6级,20
辽宁,大连,2018/7/12,多云,南风 5～6级,28,多云,南风 5～6级,23
辽宁,大连,2018/7/13,多云,南风 5-6级,29,多云,南风 5-6级,23
辽宁,大连,2018/7/14,小雨,南风 5-6级,28,中雨,南风 5-6级,22
辽宁,大连,2018/7/15,多云,南风 4～5级,29,晴,南风 4～5级,23
辽宁,大连,2018/7/16,晴,南风 4～5级,30,晴,南风 4～5级,23
辽宁,大连,2018/7/17,多云,南风 4-5级,29,多云,南风 4-5级,23
辽宁,大连,2018/7/18,多云,南风 5～6级,29,晴,南风 4～5级,23
辽宁,大连,2018/7/19,晴,南风 5-6级,29,晴,南风 5-6级,23
辽宁,大连,2018/7/20,晴,南风 5～6级,29,晴,南风 5～6级,23
辽宁,大连,2018/7/21,晴,南风 4-5级,29,晴,南风 4-5级,23
辽宁,大连,2018/7/22,晴,东南风 4-5级,29,晴,东南风 4-5级,23
辽宁,大连,2018/7/23,多云,南风 5～6级,29,阵雨,南风 6～7级,23
辽宁,大连,2018/7/24,多云,东南风 6-7级,28,多云,东南风 6-7级,24
辽宁,大连,2018/7/25,晴,南风 4-5级,31,多云,南风 4-5级,25
辽宁,大连,2018/7/26,小雨,南风 4～5级,29,阴,南风 4～5级,24
辽宁,大连,2018/7/27,晴,无持续风向 4-5级,31,晴,无持续风向 4-5级,24
辽宁,大连,2018/7/28,晴,南风 3-4级,32,晴,南风 3-4级,25
辽宁,大连,2018/7/29,晴,南风 3～4级,32,晴,北风 3～4级,25
辽宁,大连,2018/7/30,晴,北风 3-4级,33,晴,北风 3-4级,26
辽宁,大连,2018/7/31,晴,北风 3～4级,34,晴,北风 3～4级,27
辽宁,大连,2018/8/1,晴,北风 3～4级,35,晴,北风 3～4级,27
辽宁,大连,2018/8/2,晴,北风 3-4级,35,晴,北风 3-4级,27
辽宁,大连,2018/8/3,晴,南风 4～5级,34,晴,南风 4～5级,27
辽宁,大连,2018/8/4,晴,南风 4-5级,33,晴,南风 4-5级,27
辽宁,大连,2018/8/5,晴,南风 4-5级,32,晴,南风 4-5级,26
辽宁,大连,2018/8/6,多云,南风 4～5级,32,多云,南风 4～5级,26
辽宁,大连,2018/8/7,多云,南风 4-5级,31,中雨,南风 4-5级,26
辽宁,大连,2018/8/8,中雨,北风 4-5级,30,多云,北风 4-5级,25
辽宁,大连,2018/8/9,晴,北风 4～5级,31,晴,北风 4～5级,25
辽宁,大连,2018/8/10,晴,北风 4～5级,33,晴,东风 4～5级,25
辽宁,大连,2018/8/11,晴,东南风 4-5级,32,晴,东南风 4-5级,26
辽宁,大连,2018/8/12,晴,南风 4～5级,31,阵雨,南风 4～5级,25
辽宁,大连,2018/8/13,阵雨,南风 4-5级,30,阵雨,南风 4-5级,26
辽宁,大连,2018/8/14,中雨,南风 5-6级,30,阵雨,南风 5-6级,26
辽宁,大连,2018/8/15,小雨-中雨,东风 6～7级,28,晴,东北风 5～6级,24
辽宁,大连,2018/8/16,晴,东北风 5-6级,30,晴,东北风 5-6级,23
辽宁,大连,2018/8/17,阵雨,东南风 5-6级,29,多云,东南风 5-6级,24
辽宁,大连,2018/8/18,阵雨,东南风 4～5级,28,多云,东南风 4～5级,24
辽宁,大连,2018/8/19,中雨,东南风 6-7级,26,暴雨,东南风 6-7级,23
辽宁,大连,2018/8/20,中雨,东南风 5～6级,27,中雨,东南风 5～6级,23
辽宁,大连,2018/8/21,晴,北风 4-5级,29,晴,北风 4-5级,22
辽宁,大连,2018/8/22,多云,北风 4-5级,29,多云,北风 4-5级,22
辽宁,大连,2018/8/23,阵雨,北风 5-6级,27,阴,北风 5-6级,21
辽宁,大连,2018/8/24,晴,北风 6-7级,27,晴,北风 6-7级,22
辽宁,大连,2018/8/25,晴,西北风 4～5级,28,晴,西南风 4～5级,22
辽宁,大连,2018/8/26,晴,西南风 4-5级,28,晴,西南风 4-5级,22
辽宁,大连,2018/8/27,晴,东南风 4-5级,28,多云,东南风 4-5级,22
辽宁,大连,2018/8/28,阵雨,东南风 5-6级,27,阵雨,东南风 5-6级,21
辽宁,大连,2018/8/29,多云,西南风 5-6级,28,晴,西南风 5-6级,20
辽宁,大连,2018/8/30,晴,北风 4-5级,28,晴,北风 4-5级,21
辽宁,大连,2018/8/31,晴,北风 5-6级,28,晴,北风 5-6级,20
辽宁,大连,2018/9/1,晴,东北风 4-5级,28,多云,东北风 4-5级,21
辽宁,大连,2018/9/2,中雨,南风 5-6级,25,中雨,南风 5-6级,22
辽宁,大连,2018/9/3,小雨,西南风 4-5级,26,多云,西南风 4-5级,21
辽宁,大连,2018/9/4,晴,西北风 5-6级,27,晴,西北风 5-6级,20
辽宁,大连,2018/9/5,晴,西北风 4-5级,28,晴,西北风 4-5级,21
辽宁,大连,2018/9/6,雷阵雨,西南风 5-6级,27,多云,西南风 5-6级,19
辽宁,大连,2018/9/7,晴,北风 5-6级,24,多云,北风 5-6级,18
辽宁,大连,2018/9/8,晴,东北风 5-6级,24,晴,东北风 5-6级,17
辽宁,大连,2018/9/9,晴,北风 5-6级,25,晴,北风 5-6级,17
辽宁,大连,2018/9/10,晴,东南风 4-5级,25,多云,东南风 4-5级,18
辽宁,大连,2018/9/11,多云,东南风 5-6级,24,多云,东南风 5-6级,19
辽宁,大连,2018/9/12,多云,南风 4-5级,26,多云,南风 4-5级,21
辽宁,大连,2018/9/13,晴,南风 4-5级,26,晴,南风 4-5级,21
辽宁,大连,2018/9/14,多云,东南风 4-5级,25,多云,东南风 4-5级,21
辽宁,大连,2018/9/15,多云,北风 5-6级,24,多云,北风 5-6级,17
辽宁,大连,2018/9/16,多云,北风 5-6级,24,晴,北风 5-6级,17
辽宁,大连,2018/9/17,晴,西南风 4-5级,25,晴,西南风 4-5级,18
辽宁,大连,2018/9/18,多云,西南风 4-5级,26,多云,西南风 4-5级,19
辽宁,大连,2018/9/19,阵雨,南风 4-5级,23,阵雨,南风 4-5级,18
辽宁,大连,2018/9/20,多云,东南风 4-5级,23,多云,东南风 4-5级,18
辽宁,大连,2018/9/21,阵雨,南风 4-5级,24,晴,南风 4-5级,16
辽宁,大连,2018/9/22,晴,西风 6-7级,23,晴,西风 6-7级,16
辽宁,大连,2018/9/23,晴,西北风 5-6级,21,晴,西北风 5-6级,14
辽宁,大连,2018/9/24,晴,北风 4-5级,21,晴,北风 4-5级,15
辽宁,大连,2018/9/25,晴,北风 4-5级,22,晴,北风 4-5级,14
辽宁,大连,2018/9/26,晴,东北风 4-5级,22,晴,东北风 4-5级,15
辽宁,大连,2018/9/27,多云,东南风 4-5级,23,小雨,东南风 4-5级,17
辽宁,大连,2018/9/28,小雨,南风 5-6级,22,小雨,南风 5-6级,16
辽宁,大连,2018/9/29,多云,南风 4-5级,23,雷阵雨,南风 4-5级,14
辽宁,大连,2018/9/30,多云,西北风 6-7级,19,多云,西北风 6-7级,13
辽宁,大连,2018/10/1,多云,西北风 6-7级,20,晴,西北风 6-7级,14
辽宁,大连,2018/10/2,晴,西北风 4-5级,23,晴,西北风 4-5级,16
辽宁,大连,2018/10/3,晴,西南风 4-5级,23,晴,西南风 4-5级,16
辽宁,大连,2018/10/4,晴,东南风 4-5级,22,晴,东南风 4-5级,16
辽宁,大连,2018/10/5,晴,东北风 4-5级,22,晴,东北风 4-5级,14
辽宁,大连,2018/10/6,晴,北风 6-7级,20,晴,北风 6-7级,12
辽宁,大连,2018/10/7,晴,西风 5-6级,19,晴,西风 5-6级,12
辽宁,大连,2018/10/8,晴,西风 5-6级,21,多云,西风 5-6级,14
辽宁,大连,2018/10/9,雷阵雨,西北风 6-7级,16,多云,西北风 6-7级,9
辽宁,大连,2018/10/10,多云,北风 5-6级,14,多云,北风 5-6级,9
辽宁,大连,2018/10/11,多云,西北风 5-6级,16,晴,西北风 5-6级,10
辽宁,大连,2018/10/12,晴,西南风 4-5级,17,晴,西南风 4-5级,11
辽宁,大连,2018/10/13,多云,西南风 4-5级,18,阴,西南风 4-5级,13
辽宁,大连,2018/10/14,多云,西风 4-5级,20,晴,西风 4-5级,13
辽宁,大连,2018/10/15,晴,东北风 4-5级,19,阴,东北风 4-5级,12
辽宁,大连,2018/10/16,多云,北风 5-6级,17,晴,北风 5-6级,8
辽宁,大连,2018/10/17,晴,北风 5-6级,15,晴,北风 5-6级,8
辽宁,大连,2018/10/18,晴,北风 5-6级,15,晴,北风 5-6级,9
辽宁,大连,2018/10/19,晴,西北风 4-5级,17,晴,西北风 4-5级,11
辽宁,大连,2018/10/20,晴,西南风 4-5级,19,晴,西南风 4-5级,12
辽宁,大连,2018/10/21,多云,西南风 4-5级,18,小雨,西南风 4-5级,13
辽宁,大连,2018/10/22,多云,西南风 5-6级,19,小雨,西南风 5-6级,12
辽宁,大连,2018/10/23,晴,西北风 5-6级,17,晴,西北风 5-6级,12
辽宁,大连,2018/10/24,晴,西南风 4-5级,19,晴,西南风 4-5级,13
辽宁,大连,2018/10/25,小雨,西南风 5-6级,19,中雨,西南风 5-6级,10
辽宁,大连,2018/10/26,晴,西北风 6-7级,14,晴,西北风 6-7级,6
辽宁,大连,2018/10/27,晴,西北风 6-7级,12,多云,西北风 6-7级,8
辽宁,大连,2018/10/28,多云,西北风 6-7级,13,晴,西北风 6-7级,6
辽宁,大连,2018/10/29,晴,西北风 5-6级,10,晴,西北风 5-6级,5
辽宁,大连,2018/10/30,阵雨,西北风 5-6级,12,晴,西北风 5-6级,4
辽宁,大连,2018/10/31,晴,西北风 4-5级,13,晴,西北风 4-5级,7
辽宁,大连,2018/11/1,晴,西风 4-5级,15,晴,西风 4-5级,9
辽宁,大连,2018/11/2,晴,西南风 4-5级,17,晴,西南风 4-5级,11
辽宁,大连,2018/11/3,晴,西南风 4-5级,17,多云,西南风 4-5级,11
辽宁,大连,2018/11/4,多云,北风 5-6级,16,多云,北风 5-6级,4
辽宁,大连,2018/11/5,多云,北风 6-7级,9,多云,北风 6-7级,4
辽宁,大连,2018/11/6,晴,北风 5-6级,10,晴,北风 5-6级,4
辽宁,大连,2018/11/7,多云,北风 5-6级,10,多云,北风 5-6级,5
辽宁,大连,2018/11/8,小雨,西北风 5-6级,10,多云,西北风 5-6级,6
辽宁,大连,2018/11/9,晴,西风 5-6级,14,晴,西风 5-6级,6
辽宁,大连,2018/11/10,晴,北风 4-5级,12,多云,北风 4-5级,6
辽宁,大连,2018/11/11,小雨,北风 4-5级,11,多云,北风 4-5级,6
辽宁,大连,2018/11/12,晴,西风 4-5级,13,多云,西风 4-5级,7
辽宁,大连,2018/11/13,晴,北风 4-5级,13,晴,北风 4-5级,8
辽宁,大连,2018/11/14,晴,南风 4-5级,14,多云,南风 4-5级,7
辽宁,大连,2018/11/15,小雨,北风 5-6级,14,雨夹雪,北风 5-6级,1
辽宁,大连,2018/11/16,晴,北风 6-7级,6,晴,北风 6-7级,0
辽宁,大连,2018/11/17,晴,西风 5-6级,9,晴,西风 5-6级,4
辽宁,大连,2018/11/18,多云,西风 5-6级,11,晴,西风 5-6级,3
辽宁,大连,2018/11/19,晴,北风 4-5级,10,晴,北风 4-5级,5
辽宁,大连,2018/11/20,阵雨,北风 5-6级,11,多云,北风 5-6级,1
辽宁,大连,2018/11/21,多云,北风 4-5级,6,晴,北风 4-5级,0
