Province,City,Date,Daytime weather ,Daytime wind ,MaximumTemperature,Nighttime weather,Night wind ,MinimumTemperature
北京,北京,2018/3/1,晴,西南风 <3级,8,多云,南风 <3级,-3
北京,北京,2018/3/2,晴,北风 <3级,10,多云,北风 <3级,-1
北京,北京,2018/3/3,多云,东北风 <3级,12,阴,东北风 <3级,3
北京,北京,2018/3/4,多云,东南风 <3级,10,多云,西南风 <3级,-2
北京,北京,2018/3/5,晴,南风 <3级,8,晴,东南风 <3级,-4
北京,北京,2018/3/6,多云,东南风 <3级,6,阴,东南风 <3级,-3
北京,北京,2018/3/7,阴,北风 <3级,6,多云,东北风 <3级,-2
北京,北京,2018/3/8,晴,南风 <3级,7,晴,南风 <3级,-4
北京,北京,2018/3/9,多云,西南风 <3级,10,多云,东北风 <3级,-2
北京,北京,2018/3/10,晴,南风 <3级,14,晴,南风 <3级,-3
北京,北京,2018/3/11,多云,南风 <3级,10,多云,南风 <3级,0
北京,北京,2018/3/12,多云,南风 <3级,15,晴,北风 <3级,3
北京,北京,2018/3/13,晴,南风 <3级,17,多云,东北风 <3级,5
北京,北京,2018/3/14,多云,东北风 <3级,15,阴,东北风 3～4级,6
北京,北京,2018/3/15,多云,北风 4～5级,12,晴,东风 <3级,-1
北京,北京,2018/3/16,多云,南风 <3级,10,多云,南风 <3级,-1
北京,北京,2018/3/17,小雪,南风 <3级,3,多云,南风 <3级,-1
北京,北京,2018/3/18,多云,西南风 <3级,13,晴,北风 <3级,1
北京,北京,2018/3/19,多云,东风 <3级,15,多云,东风 <3级,2
北京,北京,2018/3/20,多云,西南风 <3级,10,多云,南风 <3级,-2
北京,北京,2018/3/21,多云,南风 <3级,11,阴,南风 <3级,1
北京,北京,2018/3/22,晴,南风 <3级,17,多云,西南风 <3级,4
北京,北京,2018/3/23,多云,东北风 <3级,19,多云,北风 <3级,5
北京,北京,2018/3/24,晴,西南风 <3级,22,晴,西南风 <3级,5
北京,北京,2018/3/25,晴,南风 <3级,25,晴,西南风 <3级,7
北京,北京,2018/3/26,多云,南风 <3级,26,多云,南风 <3级,8
北京,北京,2018/3/27,晴,南风 <3级,27,多云,东北风 <3级,11
北京,北京,2018/3/28,多云,东风 <3级,25,晴,南风 <3级,9
北京,北京,2018/3/29,晴,南风 <3级,19,晴,南风 <3级,7
北京,北京,2018/3/30,多云,南风 <3级,17,多云,南风 <3级,8
北京,北京,2018/3/31,多云,南风 <3级,24,多云,东北风 <3级,9
北京,北京,2018/4/1,晴,南风 <3级,25,多云,南风 <3级,11
北京,北京,2018/4/2,多云,东北风 <3级,26,多云,东北风 3～4级,11
北京,北京,2018/4/3,多云,东北风 3～4级,13,阴,东北风 <3级,4
北京,北京,2018/4/4,雨夹雪,东风 <3级,8,小雪,北风 <3级,0
北京,北京,2018/4/5,多云,西南风 <3级,8,多云,西风 <3级,3
北京,北京,2018/4/6,多云,西北风 4～5级,11,晴,西北风 3～4级,4
北京,北京,2018/4/7,晴,西北风 3～4级,12,晴,南风 <3级,2
北京,北京,2018/4/8,晴,南风 <3级,18,晴,南风 <3级,5
北京,北京,2018/4/9,多云,东风 <3级,20,多云,北风 <3级,7
北京,北京,2018/4/10,扬沙,西北风 4～5级,24,晴,北风 <3级,8
北京,北京,2018/4/11,晴,西南风 3～4级,24,晴,东北风 <3级,9
北京,北京,2018/4/12,多云,东南风 <3级,22,小雨,北风 <3级,7
北京,北京,2018/4/13,小雨,南风 <3级,12,多云,西北风 <3级,6
北京,北京,2018/4/14,晴,北风 4～5级,19,晴,西北风 <3级,5
北京,北京,2018/4/15,晴,西南风 <3级,22,晴,西南风 <3级,8
北京,北京,2018/4/16,多云,南风 <3级,25,多云,南风 <3级,11
北京,北京,2018/4/17,多云,南风 <3级,25,晴,南风 <3级,12
北京,北京,2018/4/18,多云,西南风 <3级,27,多云,西南风 <3级,14
北京,北京,2018/4/19,多云,东南风 4～5级,26,多云,东南风 3～4级,13
北京,北京,2018/4/20,多云,南风 4～5级,29,小雨,南风 3～4级,14
北京,北京,2018/4/21,中雨,东北风 3～4级,16,小雨,北风 4～5级,12
北京,北京,2018/4/22,阴,东北风 3～4级,16,多云,北风 3～4级,12
北京,北京,2018/4/23,多云,东北风 3～4级,19,多云,北风 3～4级,9
北京,北京,2018/4/24,多云,北风 3～4级,23,多云,西南风 <3级,10
北京,北京,2018/4/25,多云,南风 3～4级,25,多云,南风 <3级,11
北京,北京,2018/4/26,晴,西北风 <3级,26,晴,东风 3～4级,12
北京,北京,2018/4/27,晴,西南偏南风 4,24,晴,西南偏南风 4,12
北京,北京,2018/4/28,晴,西南风 3～4级,27,晴,西南风 <3级,17
北京,北京,2018/4/29,多云,南风 <3级,29,多云,东北风 3～4级,17
北京,北京,2018/4/30,多云,东南风 3～4级,25,多云,北风 3～4级,13
北京,北京,2018/5/1,阴,北风 4～5级,24,多云,北风 3～4级,13
北京,北京,2018/5/2,多云,北风 3～4级,25,晴,西北风 3～4级,13
北京,北京,2018/5/3,晴,南风 3～4级,24,晴,南风 <3级,10
北京,北京,2018/5/4,晴,西南风 <3级,27,多云,北风 <3级,16
北京,北京,2018/5/5,多云,北风 <3级,25,多云,北风 <3级,15
北京,北京,2018/5/6,晴,西南风 <3级,28,晴,西南风 <3级,14
北京,北京,2018/5/7,晴,南风 <3级,28,晴,南风 <3级,12
北京,北京,2018/5/8,晴,东南风 3～4级,27,晴,东南风 <3级,13
北京,北京,2018/5/9,晴,南风 3～4级,29,多云,南风 <3级,16
北京,北京,2018/5/10,多云,南风 <3级,26,多云,西北风 <3级,18
北京,北京,2018/5/11,小雨,南风 <3级,23,多云,南风 <3级,15
北京,北京,2018/5/12,雷阵雨,南风 <3级,28,雷阵雨,东北风 <3级,16
北京,北京,2018/5/13,晴,南风 3～4级,30,晴,南风 <3级,17
北京,北京,2018/5/14,多云,南风 <3级,34,多云,南风 <3级,22
北京,北京,2018/5/15,小雨,东南风 <3级,30,雷阵雨,东南风 <3级,22
北京,北京,2018/5/16,多云,东风 <3级,30,小雨,东风 <3级,21
北京,北京,2018/5/17,小雨,东北风 <3级,25,多云,东风 <3级,19
北京,北京,2018/5/18,多云,南风 <3级,28,晴,西南风 <3级,17
北京,北京,2018/5/19,多云,东南风 <3级,28,小雨,东风 <3级,16
北京,北京,2018/5/20,多云,东风 <3级,24,多云,东风 <3级,16
北京,北京,2018/5/21,多云,南风 <3级,25,小雨,南风 <3级,17
北京,北京,2018/5/22,多云,西北风 3～4级,25,晴,西南风 <3级,15
北京,北京,2018/5/23,晴,西南风 3～4级,28,晴,西南风 <3级,16
北京,北京,2018/5/24,晴,南风 3-4级,31,晴,南风 3-4级,17
北京,北京,2018/5/25,多云,西南风 1-2级,32,多云,西南风 1-2级,19
北京,北京,2018/5/26,雷阵雨,西南风 3-4级,30,多云,西南风 3-4级,17
北京,北京,2018/5/27,多云,西南风 3-4级,32,多云,西南风 3-4级,18
北京,北京,2018/5/28,晴,西北风 4～5级,30,晴,北风 <3级,16
北京,北京,2018/5/29,多云,北风 3～4级,31,多云,北风 <3级,16
北京,北京,2018/5/30,晴,东风 <3级,33,晴,西南风 <3级,18
北京,北京,2018/5/31,晴,西南风 3-4级,35,晴,西南风 3-4级,19
北京,北京,2018/6/1,晴,西南风 <3级,35,多云,西南风 <3级,22
北京,北京,2018/6/2,多云,西南风 3～4级,35,多云,南风 <3级,21
北京,北京,2018/6/3,多云,西北风 3～4级,32,多云,北风 <3级,20
北京,北京,2018/6/4,晴,西南风 4-5级,35,晴,西南风 4-5级,21
北京,北京,2018/6/5,多云,西南风 4-5级,38,多云,西南风 4-5级,25
北京,北京,2018/6/6,多云,东北风 1-2级,36,多云,东北风 1-2级,25
北京,北京,2018/6/7,多云,东风 1-2级,33,多云,东风 1-2级,22
北京,北京,2018/6/8,多云,西南风 1-2级,32,雷阵雨,西南风 1-2级,25
北京,北京,2018/6/9,小雨,西风 1-2级,23,小雨,西风 1-2级,17
北京,北京,2018/6/10,多云,东南风 1-2级,27,多云,东南风 1-2级,17
北京,北京,2018/6/11,多云,西南风 3-4级,29,多云,西南风 3-4级,19
北京,北京,2018/6/12,雷阵雨,东南风 3～4级,32,雷阵雨,东北风 <3级,19
北京,北京,2018/6/13,雷阵雨,东北风 <3级,28,多云,西北风 <3级,18
北京,北京,2018/6/14,多云,南风 <3级,31,多云,南风 <3级,19
北京,北京,2018/6/15,多云,东南风 3～4级,32,多云,东南风 <3级,20
北京,北京,2018/6/16,多云,南风 1-2级,30,雷阵雨,南风 1-2级,21
北京,北京,2018/6/17,多云,南风 <3级,28,雷阵雨,南风 <3级,22
北京,北京,2018/6/18,雷阵雨,西南风 <3级,31,雷阵雨,东北风 <3级,21
北京,北京,2018/6/19,晴,东北风 3-4级,33,晴,东北风 3-4级,20
北京,北京,2018/6/20,晴,南风 <3级,35,晴,南风 <3级,21
北京,北京,2018/6/21,多云,东南风 <3级,35,多云,东南风 <3级,23
北京,北京,2018/6/22,多云,西南风 3～4级,30,多云,北风 <3级,21
北京,北京,2018/6/23,晴,南风 <3级,35,晴,西南风 <3级,25
北京,北京,2018/6/24,多云,东南风 3-4级,36,多云,东南风 3-4级,25
北京,北京,2018/6/25,阴,东南风 1-2级,34,雷阵雨,东南风 1-2级,24
北京,北京,2018/6/26,多云,西南风 3-4级,36,晴,西南风 3-4级,25
北京,北京,2018/6/27,多云,东北风 3-4级,38,多云,东北风 3-4级,25
北京,北京,2018/6/28,晴,北风 3～4级,35,晴,西南风 <3级,24
北京,北京,2018/6/29,晴,东南风 <3级,38,晴,南风 <3级,25
北京,北京,2018/6/30,雷阵雨,西南风 <3级,37,多云,东南风 <3级,23
北京,北京,2018/7/1,晴,东南风 1-2级,35,晴,东南风 1-2级,23
北京,北京,2018/7/2,多云,东南风 <3级,32,雷阵雨,东南风 3～4级,23
北京,北京,2018/7/3,小雨,东北风 1-2级,32,多云,东北风 1-2级,24
北京,北京,2018/7/4,多云,西南风 <3级,36,晴,南风 <3级,25
北京,北京,2018/7/5,多云,东北风 1-2级,36,雷阵雨,东北风 1-2级,24
北京,北京,2018/7/6,多云,东南风 <3级,34,阴,东南风 <3级,23
北京,北京,2018/7/7,雷阵雨,东南风 1-2级,29,雷阵雨,东南风 1-2级,23
北京,北京,2018/7/8,雷阵雨,东南风 1-2级,30,雷阵雨,东南风 1-2级,23
北京,北京,2018/7/9,雷阵雨,东南风 <3级,29,阴,东南风 <3级,22
北京,北京,2018/7/10,阴,东南风 <3级,30,雷阵雨,南风 <3级,27
北京,北京,2018/7/11,中雨,东南风 <3级,25,大雨,北风 <3级,22
北京,北京,2018/7/12,小雨,西北风 <3级,27,多云,北风 <3级,22
北京,北京,2018/7/13,雷阵雨,东南风 1-2级,29,雷阵雨,东南风 1-2级,24
北京,北京,2018/7/14,小雨,东南风 1-2级,31,多云,东南风 1-2级,24
北京,北京,2018/7/15,多云,南风 <3级,32,雷阵雨,南风 <3级,25
北京,北京,2018/7/16,雷阵雨,南风 <3级,30,雷阵雨,东北风 <3级,24
北京,北京,2018/7/17,大雨,东南风 1-2级,26,雷阵雨,东南风 1-2级,23
北京,北京,2018/7/18,多云,南风 <3级,32,多云,东风 <3级,25
北京,北京,2018/7/19,雷阵雨,东南风 1-2级,29,雷阵雨,东南风 1-2级,26
北京,北京,2018/7/20,多云,西南风 3～4级,33,多云,南风 <3级,27
北京,北京,2018/7/21,多云,西南风 3-4级,34,雷阵雨,西南风 3-4级,26
北京,北京,2018/7/22,小雨,东南风 1-2级,33,多云,东南风 1-2级,25
北京,北京,2018/7/23,雷阵雨,东风 <3级,32,中雨,东北风 3～4级,25
北京,北京,2018/7/24,大雨,北风 3-4级,28,中雨,北风 3-4级,24
北京,北京,2018/7/25,多云,北风 1-2级,34,多云,北风 1-2级,25
北京,北京,2018/7/26,多云,东北风 <3级,34,雷阵雨,东南风 <3级,25
北京,北京,2018/7/27,多云,南风 1-2级,32,多云,南风 1-2级,23
北京,北京,2018/7/28,多云,南风 1-2级,33,多云,南风 1-2级,24
北京,北京,2018/7/29,多云,东南风 <3级,33,多云,南风 <3级,25
北京,北京,2018/7/30,晴,东南风 1-2级,34,晴,东南风 1-2级,25
北京,北京,2018/7/31,晴,南风 <3级,35,晴,南风 <3级,27
北京,北京,2018/8/1,多云,东南风 <3级,36,雷阵雨,东南风 <3级,27
北京,北京,2018/8/2,晴,南风 1-2级,36,晴,南风 1-2级,27
北京,北京,2018/8/3,晴,南风 <3级,36,晴,南风 <3级,26
北京,北京,2018/8/4,晴,南风 1-2级,36,多云,南风 1-2级,27
北京,北京,2018/8/5,雷阵雨,东南风 1-2级,35,雷阵雨,东南风 1-2级,25
北京,北京,2018/8/6,多云,东风 <3级,30,雷阵雨,东南风 <3级,20
北京,北京,2018/8/7,雷阵雨,南风 1-2级,30,中雨,南风 1-2级,24
北京,北京,2018/8/8,小雨,东风 1-2级,30,阴,东风 1-2级,24
北京,北京,2018/8/9,多云,西南风 <3级,30,多云,南风 <3级,24
北京,北京,2018/8/10,多云,南风 <3级,33,雷阵雨,东南风 <3级,25
北京,北京,2018/8/11,雷阵雨,东南风 1-2级,31,中雨,东南风 1-2级,23
北京,北京,2018/8/12,雷阵雨,北风 <3级,30,中雨,东风 <3级,24
北京,北京,2018/8/13,雷阵雨,东北风 1-2级,30,雷阵雨,东北风 1-2级,24
北京,北京,2018/8/14,雷阵雨,东风 1-2级,29,小雨,东风 1-2级,24
北京,北京,2018/8/15,多云,北风 3～4级,32,多云,北风 <3级,24
北京,北京,2018/8/16,晴,北风 1-2级,31,多云,北风 1-2级,21
北京,北京,2018/8/17,多云,东南风 1-2级,31,雷阵雨,东南风 1-2级,22
北京,北京,2018/8/18,小雨,北风 3～4级,28,中雨,东北风 <3级,23
北京,北京,2018/8/19,小雨,东风 1-2级,28,小雨,东风 1-2级,23
北京,北京,2018/8/20,多云,北风 <3级,32,晴,北风 <3级,22
北京,北京,2018/8/21,多云,北风 1-2级,33,多云,北风 1-2级,22
北京,北京,2018/8/22,雷阵雨,西南风 1-2级,29,多云,西南风 1-2级,20
北京,北京,2018/8/23,晴,北风 1-2级,31,晴,北风 1-2级,21
北京,北京,2018/8/24,多云,北风 1-2级,32,晴,北风 1-2级,20
北京,北京,2018/8/25,多云,西南风 <3级,31,雷阵雨,南风 <3级,22
北京,北京,2018/8/26,多云,南风 1-2级,31,多云,南风 1-2级,22
北京,北京,2018/8/27,阴,东南风 1-2级,30,雷阵雨,东南风 1-2级,22
北京,北京,2018/8/28,多云,北风 1-2级,30,晴,北风 1-2级,22
北京,北京,2018/8/29,晴,北风 1-2级,32,晴,北风 1-2级,20
北京,北京,2018/8/30,小雨,西南风 1-2级,28,多云,西南风 1-2级,20
北京,北京,2018/8/31,多云,西南风 1-2级,29,阴,西南风 1-2级,19
北京,北京,2018/9/1,多云,南风 1-2级,28,小雨,南风 1-2级,19
北京,北京,2018/9/2,多云,南风 1-2级,27,多云,南风 1-2级,19
北京,北京,2018/9/3,晴,西北风 4-5级,32,晴,西北风 4-5级,19
北京,北京,2018/9/4,晴,西南风 3-4级,30,晴,西南风 3-4级,18
北京,北京,2018/9/5,晴,西南风 3-4级,31,多云,西南风 3-4级,20
北京,北京,2018/9/6,晴,西北风 4-5级,27,晴,西北风 4-5级,18
北京,北京,2018/9/7,晴,西北风 3-4级,27,晴,西北风 3-4级,16
北京,北京,2018/9/8,多云,北风 1-2级,27,晴,北风 1-2级,15
北京,北京,2018/9/9,晴,西南风 1-2级,28,晴,西南风 1-2级,16
北京,北京,2018/9/10,多云,南风 1-2级,28,多云,南风 1-2级,19
北京,北京,2018/9/11,多云,南风 1-2级,26,多云,南风 1-2级,19
北京,北京,2018/9/12,多云,南风 1-2级,29,多云,南风 1-2级,18
北京,北京,2018/9/13,多云,南风 1-2级,29,多云,南风 1-2级,20
北京,北京,2018/9/14,多云,西南风 1-2级,28,多云,西南风 1-2级,19
北京,北京,2018/9/15,多云,东北风 3-4级,25,多云,东北风 3-4级,15
北京,北京,2018/9/16,晴,北风 1-2级,25,晴,北风 1-2级,14
北京,北京,2018/9/17,多云,南风 1-2级,27,多云,南风 1-2级,16
北京,北京,2018/9/18,阴,西南风 1-2级,25,多云,西南风 1-2级,17
北京,北京,2018/9/19,多云,南风 1-2级,25,多云,南风 1-2级,17
北京,北京,2018/9/20,多云,南风 1-2级,27,多云,南风 1-2级,16
北京,北京,2018/9/21,晴,西北风 4-5级,25,晴,西北风 4-5级,14
北京,北京,2018/9/22,晴,西北风 3-4级,24,晴,西北风 3-4级,13
北京,北京,2018/9/23,晴,西北风 4-5级,24,晴,西北风 4-5级,12
北京,北京,2018/9/24,晴,南风 1-2级,23,晴,南风 1-2级,11
北京,北京,2018/9/25,晴,南风 1-2级,24,多云,南风 1-2级,12
北京,北京,2018/9/26,多云,南风 1-2级,24,多云,南风 1-2级,14
北京,北京,2018/9/27,小雨,南风 1-2级,22,小雨,南风 1-2级,12
北京,北京,2018/9/28,多云,南风 3-4级,24,多云,南风 3-4级,11
北京,北京,2018/9/29,晴,北风 3-4级,21,晴,北风 3-4级,10
北京,北京,2018/9/30,多云,西北风 4-5级,19,多云,西北风 4-5级,13
北京,北京,2018/10/1,晴,西北风 4-5级,25,晴,西北风 4-5级,12
北京,北京,2018/10/2,晴,北风 1-2级,24,晴,北风 1-2级,10
北京,北京,2018/10/3,晴,北风 1-2级,26,晴,北风 1-2级,10
北京,北京,2018/10/4,晴,东南风 1-2级,25,晴,东南风 1-2级,12
北京,北京,2018/10/5,多云,南风 1-2级,24,多云,南风 1-2级,14
北京,北京,2018/10/6,晴,北风 3-4级,20,晴,北风 3-4级,8
北京,北京,2018/10/7,晴,西南风 1-2级,21,晴,西南风 1-2级,7
北京,北京,2018/10/8,多云,东北风 1-2级,21,多云,东北风 1-2级,9
北京,北京,2018/10/9,晴,西北风 4-5级,16,晴,西北风 4-5级,3
北京,北京,2018/10/10,多云,东北风 1-2级,17,晴,东北风 1-2级,4
北京,北京,2018/10/11,晴,西南风 1-2级,18,多云,西南风 1-2级,5
北京,北京,2018/10/12,多云,西南风 1-2级,20,多云,西南风 1-2级,8
北京,北京,2018/10/13,晴,西南风 1-2级,20,晴,西南风 1-2级,8
北京,北京,2018/10/14,多云,南风 1-2级,20,多云,南风 1-2级,10
北京,北京,2018/10/15,小雨,北风 1-2级,17,小雨,北风 1-2级,11
北京,北京,2018/10/16,多云,北风 1-2级,17,晴,北风 1-2级,7
北京,北京,2018/10/17,晴,北风 1-2级,18,晴,北风 1-2级,5
北京,北京,2018/10/18,晴,南风 1-2级,18,晴,南风 1-2级,5
北京,北京,2018/10/19,晴,南风 1-2级,19,多云,南风 1-2级,5
北京,北京,2018/10/20,多云,南风 1-2级,18,多云,南风 1-2级,7
北京,北京,2018/10/21,多云,东南风 1-2级,17,晴,东南风 1-2级,6
北京,北京,2018/10/22,多云,西北风 1-2级,19,晴,西北风 1-2级,5
北京,北京,2018/10/23,晴,西南风 1-2级,19,晴,西南风 1-2级,4
北京,北京,2018/10/24,晴,南风 1-2级,21,多云,南风 1-2级,6
北京,北京,2018/10/25,多云,西风 1-2级,16,晴,西风 1-2级,8
北京,北京,2018/10/26,晴,西北风 4-5级,14,晴,西北风 4-5级,3
北京,北京,2018/10/27,晴,西南风 1-2级,17,多云,西南风 1-2级,5
北京,北京,2018/10/28,多云,西北风 4-5级,18,多云,西北风 4-5级,4
北京,北京,2018/10/29,晴,西北风 3-4级,15,晴,西北风 3-4级,3
北京,北京,2018/10/30,晴,北风 1-2级,16,晴,北风 1-2级,1
北京,北京,2018/10/31,晴,西南风 1-2级,17,晴,西南风 1-2级,3
北京,北京,2018/11/1,晴,南风 1-2级,17,晴,南风 1-2级,3
北京,北京,2018/11/2,晴,南风 1-2级,15,晴,南风 1-2级,4
北京,北京,2018/11/3,多云,南风 1-2级,16,多云,南风 1-2级,6
北京,北京,2018/11/4,小雨,北风 3-4级,11,多云,北风 3-4级,2
北京,北京,2018/11/5,多云,东北风 1-2级,10,多云,东北风 1-2级,2
北京,北京,2018/11/6,多云,东北风 1-2级,12,多云,东北风 1-2级,0
北京,北京,2018/11/7,多云,南风 1-2级,12,多云,南风 1-2级,2
北京,北京,2018/11/8,晴,西南风 1-2级,14,晴,西南风 1-2级,2
北京,北京,2018/11/9,晴,西北风 3-4级,16,多云,西北风 3-4级,1
北京,北京,2018/11/10,多云,东南风 1-2级,11,多云,东南风 1-2级,2
北京,北京,2018/11/11,晴,西南风 1-2级,14,晴,西南风 1-2级,1
北京,北京,2018/11/12,晴,西南风 1-2级,14,晴,西南风 1-2级,2
北京,北京,2018/11/13,多云,东南风 1-2级,13,多云,东南风 1-2级,5
北京,北京,2018/11/14,雾,南风 1-2级,11,多云,南风 1-2级,5
北京,北京,2018/11/15,阴,北风 3-4级,10,多云,北风 3-4级,1
北京,北京,2018/11/16,晴,北风 1-2级,8,多云,北风 1-2级,-2
北京,北京,2018/11/17,多云,南风 1-2级,9,晴,南风 1-2级,-2
北京,北京,2018/11/18,晴,西北风 3-4级,11,晴,西北风 3-4级,-3
北京,北京,2018/11/19,晴,西南风 1-2级,10,多云,西南风 1-2级,-2
北京,北京,2018/11/20,多云,东北风 3-4级,10,多云,东北风 3-4级,-1
北京,北京,2018/11/21,晴,西北风 3-4级,9,晴,西北风 3-4级,-3
北京,北京,2018/11/22,晴,南风 1-2级,8,多云,南风 1-2级,-3
北京,北京,2018/11/23,多云,东北风 1-2级,7,多云,东北风 1-2级,0
北京,北京,2018/11/24,晴,西南风 1-2级,10,晴,西南风 1-2级,-3
北京,北京,2018/11/25,晴,西南风 1-2级,10,晴,西南风 1-2级,-3
北京,北京,2018/11/26,浮尘,西南风 1-2级,10,多云,西南风 1-2级,0
北京,北京,2018/11/27,晴,北风 3-4级,9,多云,北风 3-4级,-3
北京,北京,2018/11/28,晴,北风 1-2级,8,晴,北风 1-2级,-3
北京,北京,2018/11/29,晴,南风 1-2级,7,晴,南风 1-2级,-4
北京,北京,2018/11/30,晴,西南风 1-2级,8,晴,西南风 1-2级,-3
北京,北京,2018/12/1,多云,东南风 1-2级,7,多云,东南风 1-2级,0
北京,北京,2018/12/2,雾,北风 1-2级,8,多云,北风 1-2级,2
北京,北京,2018/12/3,多云,北风 3-4级,8,多云,北风 3-4级,-3
北京,北京,2018/12/4,晴,西北风 3-4级,4,多云,西北风 3-4级,-6
北京,北京,2018/12/5,阴,南风 1-2级,0,多云,南风 1-2级,-4
北京,北京,2018/12/6,晴,西北风 4-5级,-2,晴,西北风 4-5级,-9
北京,北京,2018/12/7,晴,西北风 4-5级,-5,晴,西北风 4-5级,-10
北京,北京,2018/12/8,晴,西北风 3-4级,-2,多云,西北风 3-4级,-10
北京,北京,2018/12/9,多云,西南风 1-2级,-1,晴,西南风 1-2级,-10
北京,北京,2018/12/10,多云,东南风 1-2级,0,多云,东南风 1-2级,-7
北京,北京,2018/12/11,晴,西北风 4-5级,-1,晴,西北风 4-5级,-10
